-0.19613647,9.120178,5.0013885,1082275
-0.21574402,9.041733,5.099457,1082376
-0.3334198,9.198639,4.5110626,1082477
-0.019607544,9.06134,5.0013885,1082597
-0.05883789,9.120178,4.7268066,1082699
-0.2942047,8.924057,4.3541565,1082800
-0.49032593,8.943665,4.2364655,1082901
-0.49032593,9.100571,4.53067,1083022
0.0,8.943665,4.7856445,1083142
-0.25497437,9.100571,4.922943,1083262
0.07846069,9.296707,4.746414,1083383
-0.21574402,9.179031,5.040619,1083504
-0.07846069,9.159409,5.0602264,1083605
-0.19613647,9.100571,4.864105,1083707
-0.09806824,9.237869,5.0013885,1083829
-0.23536682,9.139801,4.9033203,1083947
-0.15690613,9.179031,5.099457,1084048
-0.11767578,9.022125,5.0602264,1084169
-0.49032593,9.277084,4.550293,1084289
-0.5491791,9.06134,4.9425507,1084390
0.07846069,9.041733,5.1582947,1084493
0.05883789,9.237869,4.962158,1084612
-0.3530426,9.159409,4.922943,1084736
-0.11767578,9.120178,4.962158,1084853
0.09806824,9.3359375,5.0013885,1084954
-0.11767578,9.120178,4.981781,1085074
-0.15690613,9.139801,5.0210114,1085178
0.13729858,9.218246,4.824875,1085304
-0.37265015,9.179031,4.981781,1085418
-0.019607544,9.159409,5.1582947,1085539
-0.11767578,9.237869,5.0798492,1085659
-0.09806824,9.198639,5.0013885,1085760
-0.05883789,9.277084,5.197525,1085880
0.09806824,9.316315,4.883713,1085983
-0.31381226,9.080963,5.099457,1086106
-0.05883789,9.237869,5.099457,1086223
0.039230347,9.237869,5.0798492,1086324
-0.37265015,9.198639,4.922943,1086446
-0.45111084,9.041733,4.6287384,1086565
-0.25497437,9.198639,4.8444824,1086666
-0.07846069,9.198639,5.040619,1086768
-0.43148804,9.257477,4.7856445,1086887
-0.2942047,9.198639,5.0798492,1086988
-0.05883789,9.139801,5.099457,1087089
-0.25497437,9.120178,4.962158,1087192
-0.039230347,9.198639,5.1582947,1087314
-0.09806824,9.218246,5.0602264,1087432
-0.11767578,9.257477,5.0210114,1087552
0.0,9.218246,5.0798492,1087653
0.019607544,9.237869,4.864105,1087755
-0.07846069,9.100571,4.8444824,1087856
